name,colorIdentity,keywords,supertypes
"Eladamri, Korvecdal",G,,Legendary
Six,G,"Mill, Reach",Legendary
"Arna Kennerüd, Skycaptain","B, U, W","Flying, Lifelink, Ward",Legendary
"Breya, Etherium Shaper","B, R, U, W",,Legendary
"Genku, Future Shaper","U, W",,Legendary
Imskir Iron-Eater,"B, R",Affinity,Legendary
Kaalia of the Vast,"B, R, W",Flying,Legendary
"Kudo, King Among Bears","G, W",,Legendary
"Nadu, Winged Wisdom","G, U",Flying,Legendary
The Necrobloom,"B, G, W","Landfall, Mill",Legendary
"Phlage, Titan of Fire's Fury","R, W",Escape,Legendary
"Rosheen, Roaring Prophet","G, R",Mill,Legendary
Powerbalance,R,,
Flusterstorm,U,Storm,
Plains,W,,Basic
Plains,W,,Basic
Island,U,,Basic
Island,U,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Forest,G,,Basic
Glaring Fleshraker,,,
Wastescape Battlemage,"G, U",Kicker,
Jolted Awake,W,Cycling,
Bespoke Battlewagon,U,Crew,
Roil Cartographer,U,Landfall,
Accursed Marauder,B,,
Amped Raptor,R,First strike,
Unstable Amulet,R,,
Izzet Generatorium,"R, U",,
Scurry of Gremlins,"R, W",,
Snapping Voidcraw,"G, U",Devoid,
Titans' Vanguard,"G, R","Devoid, Trample",
Solar Transformer,,,
Tranquil Landscape,"G, U, W",Cycling,
Twisted Landscape,"B, G, R",Cycling,
"Leinore, Autumn Sovereign","G, W",Coven,Legendary
"Wilhelt, the Rotcleaver","B, U",,Legendary
"Eloise, Nephalia Sleuth","B, U","Investigate, Surveil",Legendary
"Kyler, Sigardian Emissary","G, W",,Legendary
Celestial Judgment,W,,
Curse of Conformity,W,Enchant,
Moorland Rescuer,W,,
Sigarda's Vanguard,W,"Flash, Flying",
Stalwart Pathlighter,W,"Coven, Vigilance",
Wall of Mourning,W,"Coven, Defender",
Cleaver Skaab,U,,
Curse of Unbinding,U,Enchant,
Drown in Dreams,U,Mill,
Empty the Laboratory,U,,
Hordewing Skaab,U,Flying,
Shadow Kin,U,"Flash, Mill",
Crowded Crypt,B,,
Curse of the Restless Dead,B,Enchant,
Ghouls' Night Out,B,,
"Gorex, the Tombshell",B,Deathtouch,Legendary
Prowling Geistcatcher,B,,
Ravenous Rotbelly,B,,
Tomb Tyrant,B,,
Celebrate the Harvest,G,,
Curse of Clinging Webs,G,Enchant,
Heronblade Elite,G,Vigilance,
"Kurbis, Harvest Celebrant",G,,Legendary
Ruinous Intrusion,G,,
Sigardian Zealot,G,,
Somberwald Beastmaster,G,,
Avacyn's Memorial,W,Indestructible,Legendary
Visions of Glory,W,Flashback,
Visions of Duplicity,U,Flashback,
Visions of Dread,B,Flashback,
Curse of Obsession,R,Enchant,
Visions of Ruin,R,"Flashback, Treasure",
Visions of Dominance,G,Flashback,
"Lynde, Cheerful Tormentor","B, R, U",Deathtouch,Legendary
"Leinore, Autumn Sovereign","G, W",Coven,Legendary
"Wilhelt, the Rotcleaver","B, U",,Legendary
"Eloise, Nephalia Sleuth","B, U","Investigate, Surveil",Legendary
"Kyler, Sigardian Emissary","G, W",,Legendary
Celestial Judgment,W,,
Curse of Conformity,W,Enchant,
Moorland Rescuer,W,,
Sigarda's Vanguard,W,"Flash, Flying",
Stalwart Pathlighter,W,"Coven, Vigilance",
Wall of Mourning,W,"Coven, Defender",
Cleaver Skaab,U,,
Curse of Unbinding,U,Enchant,
Drown in Dreams,U,Mill,
Empty the Laboratory,U,,
Hordewing Skaab,U,Flying,
Shadow Kin,U,"Flash, Mill",
Crowded Crypt,B,,
Curse of the Restless Dead,B,Enchant,
Ghouls' Night Out,B,,
"Gorex, the Tombshell",B,Deathtouch,Legendary
Prowling Geistcatcher,B,,
Ravenous Rotbelly,B,,
Tomb Tyrant,B,,
Celebrate the Harvest,G,,
Curse of Clinging Webs,G,Enchant,
Heronblade Elite,G,Vigilance,
"Kurbis, Harvest Celebrant",G,,Legendary
Ruinous Intrusion,G,,
Sigardian Zealot,G,,
Somberwald Beastmaster,G,,
Avacyn's Memorial,W,Indestructible,Legendary
Visions of Glory,W,Flashback,
Visions of Duplicity,U,Flashback,
Visions of Dread,B,Flashback,
Curse of Obsession,R,Enchant,
Visions of Ruin,R,"Flashback, Treasure",
Visions of Dominance,G,Flashback,
"Lynde, Cheerful Tormentor","B, R, U",Deathtouch,Legendary
Abzan Falconer,W,Outlast,
Ainok Bond-Kin,W,Outlast,
Angel of Glory's Rise,W,Flying,
Bastion Protector,W,,
Citadel Siege,W,,
Cleansing Nova,W,,
Custodi Soulbinders,W,,
Dearly Departed,W,Flying,
Elite Scaleguard,W,Bolster,
Herald of War,W,Flying,
Hour of Reckoning,W,Convoke,
Knight of the White Orchid,W,First strike,
"Mikaeus, the Lunarch",W,,Legendary
"Odric, Master Tactician",W,First strike,Legendary
Orzhov Advokist,W,,
Return to Dust,W,,
Riders of Gavony,W,Vigilance,
Swords to Plowshares,W,,
Unbreakable Formation,W,Addendum,
Victory's Envoy,W,,
Aetherspouts,U,,
Distant Melody,U,,
Eternal Skylord,U,Amass,
Forgotten Creation,U,Skulk,
Havengul Runebinder,U,,
Hour of Eternity,U,,
Rooftop Storm,U,,
Stitcher Geralf,U,Mill,Legendary
Undead Alchemist,U,Mill,
Army of the Damned,B,Flashback,
Butcher of Malakir,B,Flying,
Cemetery Reaper,B,,
Corpse Augur,B,,
Dark Salvation,B,,
Death Baron,B,,
Diregraf Colossus,B,,
Dread Summons,B,Mill,
Dreadhorde Invasion,B,Amass,
Eater of Hope,B,Flying,
Endless Ranks of the Dead,B,,
Feed the Swarm,B,,
Fleshbag Marauder,B,,
Go for the Throat,B,,
Gravespawn Sovereign,B,,
"Liliana, Death's Majesty",B,Mill,Legendary
Liliana's Devotee,B,,
Liliana's Mastery,B,,
Lord of the Accursed,B,,
Midnight Reaper,B,,
Open the Graves,B,,
Overseer of the Damned,B,Flying,
Spark Reaper,B,,
Syphon Flesh,B,,
Undead Augur,B,,
Zombie Apocalypse,B,,
Avacyn's Pilgrim,"G, W",,
Beast Within,G,,
Bestial Menace,G,,
Biogenic Upgrade,G,,
Champion of Lambholt,G,,
Death's Presence,G,,
Eternal Witness,G,,
Growth Spasm,G,,
Gyre Sage,G,Evolve,
Inspiring Call,G,,
Kessig Cagebreakers,G,,
Shamanic Revelation,G,Ferocious,
Somberwald Sage,G,,
Verdurous Gearhulk,G,Trample,
Wild Beastmaster,G,,
Yavimaya Elder,G,,
Diregraf Captain,"B, U",Deathtouch,
Enduring Scalelord,"G, W",Flying,
Gisa and Geralf,"B, U",Mill,Legendary
Gleaming Overseer,"B, U",Amass,
Heron's Grace Champion,"G, W","Flash, Lifelink",
Juniper Order Ranger,"G, W",,
Ruthless Deathfang,"B, U",Flying,
"Sigarda, Heron's Grace","G, W",Flying,Legendary
Trostani's Summoner,"G, W",,
Arcane Signet,,,
Charcoal Diamond,B,,
Commander's Sphere,,,
Lifecrafter's Bestiary,G,Scry,
Sky Diamond,U,,
Sol Ring,,,
Swiftfoot Boots,,Equip,
Talisman of Dominance,"B, U",,
Talisman of Unity,"G, W",,
Blighted Woodland,G,,
Bojuka Bog,B,,
Canopy Vista,"G, W",,
Choked Estuary,"B, U",,
Command Tower,,,
Darkwater Catacombs,"B, U",,
Dimir Aqueduct,"B, U",,
Exotic Orchard,,,
Fortified Village,"G, W",,
Krosan Verge,,,
Mortuary Mire,B,,
Myriad Landscape,,,
Path of Ancestry,,Scry,
Rogue's Passage,,,
Selesnya Sanctuary,"G, W",,
Sungrass Prairie,"G, W",,
Sunken Hollow,"B, U",,
Tainted Isle,"B, U",,
Temple of Deceit,"B, U",Scry,
Temple of Plenty,"G, W",Scry,
Temple of the False God,,,
Unclaimed Territory,,,
"Adeline, Resplendent Cathar",W,Vigilance,Legendary
Ambitious Farmhand // Seasoned Cathar,W,"Coven, Transform",
Ambitious Farmhand // Seasoned Cathar,W,Lifelink,
Beloved Beggar // Generous Soul,W,"Disturb, Transform",
Beloved Beggar // Generous Soul,W,"Flying, Vigilance",
Bereaved Survivor // Dauntless Avenger,W,Transform,
Bereaved Survivor // Dauntless Avenger,W,,
Blessed Defiance,W,,
Borrowed Time,W,,
Brutal Cathar // Moonrage Brute,"R, W",Daybound,
Brutal Cathar // Moonrage Brute,"R, W","First strike, Nightbound, Ward",
Candlegrove Witch,W,Coven,
Candletrap,W,"Coven, Enchant",
Cathar Commando,W,Flash,
Cathar's Call,W,Enchant,
Celestus Sanctifier,W,,
Chaplain of Alms // Chapel Shieldgeist,W,"Disturb, First strike, Transform, Ward",
Chaplain of Alms // Chapel Shieldgeist,W,"First strike, Flying, Ward",
Clarion Cathars,W,,
Curse of Silence,W,Enchant,
Duelcraft Trainer,W,"Coven, First strike",
Enduring Angel // Angelic Enforcer,W,"Double strike, Flying, Transform",
Enduring Angel // Angelic Enforcer,W,Flying,
Fateful Absence,W,Investigate,
Flare of Faith,W,,
Gavony Dawnguard,W,Ward,
Gavony Silversmith,W,,
Gavony Trapper,W,,
Hedgewitch's Mask,W,Equip,
Homestead Courage,W,Flashback,
Intrepid Adversary,W,Lifelink,
Loyal Gryff,W,"Flash, Flying",
Lunarch Veteran // Luminous Phantom,W,"Disturb, Transform",
Lunarch Veteran // Luminous Phantom,W,Flying,
Mourning Patrol // Morning Apparition,W,"Disturb, Transform, Vigilance",
Mourning Patrol // Morning Apparition,W,"Flying, Vigilance",
Odric's Outrider,W,,
Ritual Guardian,W,Coven,
Ritual of Hope,W,Coven,
Search Party Captain,W,,
Sigarda's Splendor,W,,
Sigardian Savior,W,Flying,
Soul-Guide Gryff,W,Flying,
Sungold Barrage,W,,
Sungold Sentinel,W,Coven,
Sunset Revelry,W,,
Thraben Exorcism,W,,
Unruly Mob,W,,
Vanquish the Horde,W,,
Baithook Angler // Hook-Haunt Drifter,U,"Disturb, Transform",
Baithook Angler // Hook-Haunt Drifter,U,Flying,
Component Collector,U,,
Consider,U,Surveil,
Covetous Castaway // Ghostly Castigator,U,"Disturb, Mill, Transform",
Covetous Castaway // Ghostly Castigator,U,Flying,
Curse of Surveillance,U,Enchant,
Delver of Secrets // Insectile Aberration,U,Transform,
Delver of Secrets // Insectile Aberration,U,Flying,
Devious Cover-Up,U,,
Dissipate,U,,
Drownyard Amalgam,U,Mill,
Fading Hope,U,Scry,
Falcon Abomination,U,Flying,
A-Falcon Abomination,U,"Flash, Flying",
Firmament Sage,U,,
Flip the Switch,U,,
Galedrifter // Waildrifter,U,"Disturb, Flying, Transform",
Galedrifter // Waildrifter,U,Flying,
Geistwave,U,,
Grafted Identity,U,Enchant,
Grafted Identity,U,Enchant,
Larder Zombie,U,"Defender, Surveil",
"Lier, Disciple of the Drowned",U,,Legendary
"A-Lier, Disciple of the Drowned",U,,Legendary
Locked in the Cemetery,U,Enchant,
Malevolent Hermit // Benevolent Geist,U,"Disturb, Transform",
Malevolent Hermit // Benevolent Geist,U,Flying,
Memory Deluge,U,Flashback,
Mysterious Tome // Chilling Chronicle,U,Transform,
Mysterious Tome // Chilling Chronicle,U,Transform,
Nebelgast Intruder,U,"Flash, Flying",
Ominous Roost,U,,
Organ Hoarder,U,,
Otherworldly Gaze,U,"Flashback, Surveil",
Overwhelmed Archivist // Archive Haunt,U,"Disturb, Transform",
Overwhelmed Archivist // Archive Haunt,U,Flying,
Patrician Geist,U,Flying,
A-Patrician Geist,U,Flying,
Phantom Carriage,U,Flying,
A-Phantom Carriage,U,Flying,
Poppet Stitcher // Poppet Factory,U,Transform,
Poppet Stitcher // Poppet Factory,U,Transform,
Revenge of the Drowned,U,,
Secrets of the Key,U,"Flashback, Investigate",
Shipwreck Sifters,U,,
A-Shipwreck Sifters,U,,
Skaab Wrangler,U,,
Sludge Monster,U,,
Spectral Adversary,U,"Flash, Flying",
Startle,U,,
Stormrider Spirit,U,"Flash, Flying",
Suspicious Stowaway // Seafaring Werewolf,"G, U",Daybound,
Suspicious Stowaway // Seafaring Werewolf,"G, U",Nightbound,
Triskaidekaphile,U,,
Unblinking Observer,U,,
Vivisection,U,,
Arrogant Outlaw,B,,
Baneblade Scoundrel // Baneclaw Marauder,B,Daybound,
Baneblade Scoundrel // Baneclaw Marauder,B,Nightbound,
Bat Whisperer,B,,
Bladebrand,B,,
Blood Pact,B,,
Bloodline Culling,B,,
Bloodtithe Collector,B,Flying,
Champion of the Perished,B,,
Covert Cutpurse // Covetous Geist,B,"Disturb, Transform",
Covert Cutpurse // Covetous Geist,B,"Deathtouch, Flying",
Crawl from the Cellar,B,Flashback,
Curse of Leeches // Leeching Lurker,B,"Daybound, Enchant",
Curse of Leeches // Leeching Lurker,B,"Lifelink, Nightbound",
Defenestrate,B,,
Diregraf Horde,B,,
Dreadhound,B,Mill,
Duress,B,,
Eaten Alive,B,,
Ecstatic Awakener // Awoken Demon,B,Transform,
Ecstatic Awakener // Awoken Demon,B,,
Foul Play,B,Investigate,
Ghoulish Procession,B,,
"Gisa, Glorious Resurrector",B,,Legendary
Graveyard Trespasser // Graveyard Glutton,B,"Daybound, Ward",
Graveyard Trespasser // Graveyard Glutton,B,"Nightbound, Ward",
Heirloom Mirror // Inherited Fiend,B,"Mill, Transform",
Heirloom Mirror // Inherited Fiend,B,Flying,
Hobbling Zombie,B,Deathtouch,
A-Hobbling Zombie,B,Deathtouch,
Infernal Grasp,B,,
"Jadar, Ghoulcaller of Nephalia",B,,Legendary
"Jerren, Corrupted Bishop // Ormendahl, the Corrupter",B,"Lifelink, Transform",Legendary
"Jerren, Corrupted Bishop // Ormendahl, the Corrupter",B,"Flying, Lifelink, Trample",Legendary
Lord of the Forsaken,B,"Flying, Mill, Trample",
Mask of Griselbrand,B,Equip,Legendary
The Meathook Massacre,B,,Legendary
A-The Meathook Massacre,B,,Legendary
Morbid Opportunist,B,,
Morkrut Behemoth,B,Menace,
Necrosynthesis,B,Enchant,
No Way Out,B,,
Novice Occultist,B,,
Olivia's Midnight Ambush,B,,
Rotten Reunion,B,Flashback,
Shady Traveler // Stalking Predator,B,"Daybound, Menace",
Shady Traveler // Stalking Predator,B,"Menace, Nightbound",
Siege Zombie,B,,
Slaughter Specialist,B,,
Stromkirk Bloodthief,B,,
Tainted Adversary,B,Deathtouch,
Vampire Interloper,B,Flying,
Vengeful Strangler // Strangling Grasp,B,Transform,
Vengeful Strangler // Strangling Grasp,B,Enchant,
Abandon the Post,R,Flashback,
Ardent Elementalist,R,,
Bloodthirsty Adversary,R,Haste,
Brimstone Vandal,R,Menace,
Burn Down the House,R,,
Burn the Accursed,R,,
Cathartic Pyre,R,,
Curse of Shaken Faith,R,Enchant,
Electric Revelation,R,Flashback,
Falkenrath Perforator,R,,
Falkenrath Pit Fighter,R,,
Famished Foragers,R,,
Fangblade Brigand // Fangblade Eviscerator,R,Daybound,
Fangblade Brigand // Fangblade Eviscerator,R,Nightbound,
Festival Crasher,R,,
Flame Channeler // Embodiment of Flame,R,Transform,
Flame Channeler // Embodiment of Flame,R,,
Geistflame Reservoir,R,,
Harvesttide Infiltrator // Harvesttide Assailant,R,"Daybound, Trample",
Harvesttide Infiltrator // Harvesttide Assailant,R,"Nightbound, Trample",
Immolation,R,Enchant,
Lambholt Harrier,R,,
Light Up the Night,R,Flashback,
Lunar Frenzy,R,,
Moonrager's Slash,R,,
Moonveil Regent,R,Flying,
Mounted Dreadknight,R,Trample,
Neonate's Rush,R,,
Obsessive Astronomer,R,,
Pack's Betrayal,R,Scry,
Play with Fire,R,Scry,
Purifying Dragon,R,Flying,
Raze the Effigy,R,,
Reckless Stormseeker // Storm-Charged Slasher,R,Daybound,
Reckless Stormseeker // Storm-Charged Slasher,R,Nightbound,
Seize the Storm,R,Flashback,
Smoldering Egg // Ashmouth Dragon,R,"Defender, Transform",
Smoldering Egg // Ashmouth Dragon,R,Flying,
Spellrune Painter // Spellrune Howler,R,Daybound,
Spellrune Painter // Spellrune Howler,R,Nightbound,
Stolen Vitality,R,,
Sunstreak Phoenix,R,Flying,
Tavern Ruffian // Tavern Smasher,R,Daybound,
Tavern Ruffian // Tavern Smasher,R,Nightbound,
Thermo-Alchemist,R,Defender,
Village Watch // Village Reavers,R,"Daybound, Haste",
Village Watch // Village Reavers,R,"Haste, Nightbound",
Voldaren Ambusher,R,,
Voldaren Stinger,R,,
Augur of Autumn,G,Coven,
Bird Admirer // Wing Shredder,G,"Daybound, Reach",
Bird Admirer // Wing Shredder,G,"Nightbound, Reach",
Bounding Wolf,G,"Flash, Reach",
Bramble Armor,G,Equip,
Briarbridge Tracker,G,"Investigate, Vigilance",
Brood Weaver,G,Reach,
Burly Breaker // Dire-Strain Demolisher,G,"Daybound, Ward",
Burly Breaker // Dire-Strain Demolisher,G,"Nightbound, Ward",
Candlelit Cavalry,G,Coven,
Clear Shot,G,,
Consuming Blob,G,,
Contortionist Troupe,G,Coven,
Dawnhart Mentor,G,Coven,
Dawnhart Rejuvenator,G,,
Deathbonnet Sprout // Deathbonnet Hulk,G,"Mill, Transform",
Deathbonnet Sprout // Deathbonnet Hulk,G,,
Defend the Celestus,G,,
Dryad's Revival,G,Flashback,
Duel for Dominance,G,"Coven, Fight",
Eccentric Farmer,G,Mill,
Harvesttide Sentry,G,Coven,
Hound Tamer // Untamed Pup,G,"Daybound, Trample",
Hound Tamer // Untamed Pup,G,"Nightbound, Trample",
Howl of the Hunt,G,"Enchant, Flash",
Might of the Old Ways,G,Coven,
Outland Liberator // Frenzied Trapbreaker,G,Daybound,
Outland Liberator // Frenzied Trapbreaker,G,Nightbound,
Path to the Festival,G,"Flashback, Scry",
Pestilent Wolf,G,,
Plummet,G,,
Primal Adversary,G,Trample,
Return to Nature,G,,
Rise of the Ants,G,Flashback,
"Saryth, the Viper's Fang",G,,Legendary
Shadowbeast Sighting,G,Flashback,
Snarling Wolf,G,,
Storm the Festival,G,Flashback,
Tapping at the Window,G,Flashback,
Timberland Guide,G,,
Tireless Hauler // Dire-Strain Brawler,G,"Daybound, Vigilance",
Tireless Hauler // Dire-Strain Brawler,G,"Nightbound, Vigilance",
Tovolar's Huntmaster // Tovolar's Packleader,G,Daybound,
Tovolar's Huntmaster // Tovolar's Packleader,G,"Fight, Nightbound",
Turn the Earth,G,Flashback,
Unnatural Growth,G,,
Willow Geist,G,Trample,
Wrenn and Seven,G,,Legendary
Angelfire Ignition,"R, W",Flashback,
Arcane Infusion,"R, U",Flashback,
"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury","G, R",Daybound,Legendary
"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury","G, R",Nightbound,Legendary
Bladestitched Skaab,"B, U",,
Can't Stay Away,"B, W",Flashback,
Corpse Cobble,"B, U",Flashback,
Croaking Counterpart,"G, U",Flashback,
Dawnhart Wardens,"G, W","Coven, Vigilance",
"Dennick, Pious Apprentice // Dennick, Pious Apparition","U, W","Disturb, Lifelink, Transform",Legendary
"Dennick, Pious Apprentice // Dennick, Pious Apparition","U, W","Flying, Investigate",Legendary
Devoted Grafkeeper // Departed Soulkeeper,"U, W","Disturb, Mill, Transform",
Devoted Grafkeeper // Departed Soulkeeper,"U, W",Flying,
A-Devoted Grafkeeper // A-Departed Soulkeeper,"U, W","Disturb, Mill, Transform",
A-Devoted Grafkeeper // A-Departed Soulkeeper,"U, W",Flying,
Dire-Strain Rampage,"G, R",Flashback,
Diregraf Rebirth,"B, G",Flashback,
Faithful Mending,"U, W",Flashback,
Fleshtaker,"B, W",Scry,
"Florian, Voldaren Scion","B, R",First strike,Legendary
Galvanic Iteration,"R, U",Flashback,
Ghoulcaller's Harvest,"B, G",Flashback,
Grizzly Ghoul,"B, G",Trample,
Hallowed Respite,"U, W",Flashback,
Hungry for More,"B, R","Flashback, Lifelink",
Join the Dance,"G, W",Flashback,
"Katilda, Dawnhart Prime","G, W",Protection,Legendary
Kessig Naturalist // Lord of the Ulvenwald,"G, R",Daybound,
Kessig Naturalist // Lord of the Ulvenwald,"G, R",Nightbound,
"Liesa, Forgotten Archangel","B, W","Flying, Lifelink",Legendary
"Ludevic, Necrogenius // Olag, Ludevic's Hubris","B, U","Mill, Transform",Legendary
"Ludevic, Necrogenius // Olag, Ludevic's Hubris","B, U",Transform,Legendary
Old Stickfingers,"B, G",,Legendary
"Rem Karolus, Stalwart Slayer","R, W","Flying, Haste",Legendary
Rite of Harmony,"G, W",Flashback,
Rite of Oblivion,"B, W",Flashback,
Rootcoil Creeper,"G, U",,
Sacred Fire,"R, W",Flashback,
"Sigarda, Champion of Light","G, W","Coven, Flying, Trample",Legendary
Siphon Insight,"B, U",Flashback,
"Slogurk, the Overslime","G, U",Trample,Legendary
Storm Skreelix,"R, U",Flying,
Sunrise Cavalier,"R, W","Haste, Trample",
"Teferi, Who Slows the Sunset","U, W",,Legendary
"Tovolar, Dire Overlord // Tovolar, the Midnight Scourge","G, R","Daybound, Transform",Legendary
"Tovolar, Dire Overlord // Tovolar, the Midnight Scourge","G, R",Nightbound,Legendary
Unnatural Moonrise,"G, R",Flashback,
"Vadrik, Astral Archmage","R, U",,Legendary
Vampire Socialite,"B, R",Menace,
Wake to Slaughter,"B, R",Flashback,
Winterthorn Blessing,"G, U",Flashback,
The Celestus,,,Legendary
Crossroads Candleguide,,,
Jack-o'-Lantern,,,
Moonsilver Key,,,
Mystic Skull // Mystic Monstrosity,,Transform,
Mystic Skull // Mystic Monstrosity,,,
Pithing Needle,,,
Silver Bolt,,,
Stuffed Bear,,,
Deserted Beach,"U, W",,
Evolving Wilds,,,
Field of Ruin,,,
Haunted Ridge,"B, R",,
Hostile Hostel // Creeping Inn,B,Transform,
Hostile Hostel // Creeping Inn,B,,
Overgrown Farmland,"G, W",,
Rockfall Vale,"G, R",,
Shipwreck Marsh,"B, U",,
Plains,W,,Basic
Plains,W,,Basic
Island,U,,Basic
Island,U,,Basic
Swamp,B,,Basic
Swamp,B,,Basic
Mountain,R,,Basic
Mountain,R,,Basic
Forest,G,,Basic
Forest,G,,Basic
Wrenn and Seven,G,,Legendary
"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury","G, R",Daybound,Legendary
"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury","G, R",Nightbound,Legendary
"Teferi, Who Slows the Sunset","U, W",,Legendary
Deserted Beach,"U, W",,
Haunted Ridge,"B, R",,
Overgrown Farmland,"G, W",,
Rockfall Vale,"G, R",,
Shipwreck Marsh,"B, U",,
Brutal Cathar // Moonrage Brute,"R, W",Daybound,
Brutal Cathar // Moonrage Brute,"R, W","First strike, Nightbound, Ward",
Candlegrove Witch,W,Coven,
Suspicious Stowaway // Seafaring Werewolf,"G, U",Daybound,
Suspicious Stowaway // Seafaring Werewolf,"G, U",Nightbound,
Baneblade Scoundrel // Baneclaw Marauder,B,Daybound,
Baneblade Scoundrel // Baneclaw Marauder,B,Nightbound,
Graveyard Trespasser // Graveyard Glutton,B,"Daybound, Ward",
Graveyard Trespasser // Graveyard Glutton,B,"Nightbound, Ward",
Shady Traveler // Stalking Predator,B,"Daybound, Menace",
Shady Traveler // Stalking Predator,B,"Menace, Nightbound",
Fangblade Brigand // Fangblade Eviscerator,R,Daybound,
Fangblade Brigand // Fangblade Eviscerator,R,Nightbound,
Harvesttide Infiltrator // Harvesttide Assailant,R,"Daybound, Trample",
Harvesttide Infiltrator // Harvesttide Assailant,R,"Nightbound, Trample",
Reckless Stormseeker // Storm-Charged Slasher,R,Daybound,
Reckless Stormseeker // Storm-Charged Slasher,R,Nightbound,
Spellrune Painter // Spellrune Howler,R,Daybound,
Spellrune Painter // Spellrune Howler,R,Nightbound,
Tavern Ruffian // Tavern Smasher,R,Daybound,
Tavern Ruffian // Tavern Smasher,R,Nightbound,
Village Watch // Village Reavers,R,"Daybound, Haste",
Village Watch // Village Reavers,R,"Haste, Nightbound",
Bird Admirer // Wing Shredder,G,"Daybound, Reach",
Bird Admirer // Wing Shredder,G,"Nightbound, Reach",
Burly Breaker // Dire-Strain Demolisher,G,"Daybound, Ward",
Burly Breaker // Dire-Strain Demolisher,G,"Nightbound, Ward",
Dawnhart Mentor,G,Coven,
Dawnhart Rejuvenator,G,,
Hound Tamer // Untamed Pup,G,"Daybound, Trample",
Hound Tamer // Untamed Pup,G,"Nightbound, Trample",
Outland Liberator // Frenzied Trapbreaker,G,Daybound,
Outland Liberator // Frenzied Trapbreaker,G,Nightbound,
"Saryth, the Viper's Fang",G,,Legendary
Tireless Hauler // Dire-Strain Brawler,G,"Daybound, Vigilance",
Tireless Hauler // Dire-Strain Brawler,G,"Nightbound, Vigilance",
Tovolar's Huntmaster // Tovolar's Packleader,G,Daybound,
Tovolar's Huntmaster // Tovolar's Packleader,G,"Fight, Nightbound",
"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury","G, R",Daybound,Legendary
